Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q13131	reviewed	AAPK1_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	PRKAA1 AMPK1	Homo sapiens (Human)	559	PRKAA1
P51583	reviewed	PUR6_RAT	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (EC 6.3.2.6) (SAICAR synthetase)]	Paics Ade2 Airc	Rattus norvegicus (Rat)	425	Paics
Q5SWU9	reviewed	ACACA_MOUSE	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha) (Acetyl-CoA carboxylase 265)	Acaca Acac Gm738	Mus musculus (Mouse)	2345	Acaca
P00864	reviewed	CAPP_ECOLI	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc glu b3956 JW3928	Escherichia coli (strain K12)	883	ppc
Q9SPK4	reviewed	PPCK1_ARATH	Phosphoenolpyruvate carboxylase kinase 1 (AtPPCK1) (EC 2.7.11.1)	PPCK1 At1g08650 F22O13.13	Arabidopsis thaliana (Mouse-ear cress)	284	PPCK1
E9Q4Z2	reviewed	ACACB_MOUSE	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta)	Acacb Acc2 Accb	Mus musculus (Mouse)	2448	Acacb
P32528	reviewed	DUR1_YEAST	Urea amidolyase [Includes: Urea carboxylase (EC 6.3.4.6); Allophanate hydrolase (EC 3.5.1.54)]	DUR1,2 YBR208C YBR1448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1835	DUR1,2
Q00955	reviewed	ACAC_YEAST	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Fatty acid synthetase 3) (mRNA transport-defective protein 7) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACC1 ABP2 FAS3 MTR7 YNR016C N3175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2233	ACC1
Q38970	reviewed	ACC1_ARATH	Acetyl-CoA carboxylase 1 (AtACC1) (EC 6.4.1.2) (Protein EMBRYO DEFECTIVE 22) (Protein GURKE) (Protein PASTICCINO 3) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACC1 EMB22 GK PAS3 At1g36160 F15C21.1	Arabidopsis thaliana (Mouse-ear cress)	2254	ACC1
P0A9Q5	reviewed	ACCD_ECOLI	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD dedB usg b2316 JW2313	Escherichia coli (strain K12)	304	accD
P0ABD5	reviewed	ACCA_ECOLI	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA b0185 JW0180	Escherichia coli (strain K12)	319	accA
P11497	reviewed	ACACA_RAT	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha)	Acaca Acac	Rattus norvegicus (Rat)	2345	Acaca
Q9SL92	reviewed	HCS1_ARATH	Biotin--protein ligase 1, chloroplastic (EC 6.3.4.-) (Holocarboxylase synthetase 1) [Includes: Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	HCS1 At2g25710 F3N11.16	Arabidopsis thaliana (Mouse-ear cress)	367	HCS1
Q9LD43	reviewed	ACCA_ARATH	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha, chloroplastic (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	CAC3 At2g38040 T8P21.5	Arabidopsis thaliana (Mouse-ear cress)	769	CAC3
P56765	reviewed	ACCD_ARATH	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD AtCg00500	Arabidopsis thaliana (Mouse-ear cress)	488	accD
Q99MR8	reviewed	MCCA_MOUSE	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	Mccc1 Mcca	Mus musculus (Mouse)	717	Mccc1
O03042	reviewed	RBL_ARATH	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL AtCg00490	Arabidopsis thaliana (Mouse-ear cress)	479	rbcL
P0C512	reviewed	RBL_ORYSJ	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL LOC_Osp1g00420 Nip064	Oryza sativa subsp. japonica (Rice)	477	rbcL
P48445	reviewed	BPL1_YEAST	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	BPL1 ACC2 YDL141W D2140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	690	BPL1
Q920N2	reviewed	BPL1_MOUSE	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	Hlcs	Mus musculus (Mouse)	722	Hlcs
P06709	reviewed	BIRA_ECOLI	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA bioR dhbB b3973 JW3941	Escherichia coli (strain K12)	321	birA
P0ABD8	reviewed	BCCP_ECOLI	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	accB fabE b3255 JW3223	Escherichia coli (strain K12)	156	accB
P10896	reviewed	RCA_ARATH	Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic (RA) (RuBisCO activase)	RCA At2g39730 T5I7.3	Arabidopsis thaliana (Mouse-ear cress)	474	RCA
Q42523	reviewed	MCCA_ARATH	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	MCCA At1g03090 F10O3.9 F10O3_8	Arabidopsis thaliana (Mouse-ear cress)	734	MCCA
P10795	reviewed	RBS1A_ARATH	Ribulose bisphosphate carboxylase small subunit 1A, chloroplastic (RuBisCO small subunit 1A)	RBCS-1A ATS1A At1g67090 F1O19.14 F5A8.1	Arabidopsis thaliana (Mouse-ear cress)	180	RBCS-1A
Q9MAH0	reviewed	CAPP1_ARATH	Phosphoenolpyruvate carboxylase 1 (AtPPC1) (PEPC 1) (PEPCase 1) (EC 4.1.1.31) (107-kDa PEPC polypeptide)	PPC1 p107 At1g53310 F12M16.21	Arabidopsis thaliana (Mouse-ear cress)	967	PPC1
P11029	reviewed	ACAC_CHICK	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACAC	Gallus gallus (Chicken)	2324	ACAC
Q42533	reviewed	BCCP1_ARATH	Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1, chloroplastic (AtBCCP1) (BCCP-1)	BCCP1 CAC1 At5g16390 MQK4.12	Arabidopsis thaliana (Mouse-ear cress)	280	BCCP1
Q58626	reviewed	PYCA_METJA	Pyruvate carboxylase subunit A (EC 6.4.1.1) (Pyruvic carboxylase A)	pycA MJ1229	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	501	pycA
A0A0H3JRU9	reviewed	PYC_STAAM	Pyruvate carboxylase (EC 6.4.1.1)	pycA SAV1114	Staphylococcus aureus (strain Mu50 / ATCC 700699)	1150	pycA
Q58628	reviewed	PYCB_METJA	Pyruvate carboxylase subunit B (EC 6.4.1.1) (Pyruvic carboxylase B)	pycB MJ1231	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	567	pycB
Q91ZA3	reviewed	PCCA_MOUSE	Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)	Pcca	Mus musculus (Mouse)	724	Pcca
P14882	reviewed	PCCA_RAT	Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)	Pcca	Rattus norvegicus (Rat)	737	Pcca
Q5P5G4	reviewed	APCC_AROAE	Acetophenone carboxylase gamma subunit (EC 6.4.1.8) (Acetophenone carboxylase 87 kDa subunit)	apc3 apcC AZOSEA13230 c1A102	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	732	apc3
Q5P5G5	reviewed	APCD_AROAE	Acetophenone carboxylase delta subunit (EC 6.4.1.8) (Acetophenone carboxylase 75 kDa subunit)	apc4 apcD AZOSEA13220 c1A100	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	684	apc4
P9WQH7	reviewed	ACCD5_MYCTU	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit (Acetyl-CoA carboxylase) (ACC) (EC 2.1.3.15) (Propionyl-CoA carboxylase) (PCC) (EC 2.1.3.-)	accD5 pccB Rv3280 MTCY71.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	548	accD5
P9WQH5	reviewed	ACCD6_MYCTU	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta6 subunit (Acetyl-CoA carboxylase) (ACC) (EC 2.1.3.15) (Propionyl-CoA carboxylase) (PCC) (EC 2.1.3.-)	accD6 Rv2247 MTCY427.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	473	accD6
Q8RM02	reviewed	ACXC_XANP2	Acetone carboxylase gamma subunit (EC 6.4.1.6)	acxC Xaut_3511	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	168	acxC
Q8RM03	reviewed	ACXB_XANP2	Acetone carboxylase alpha subunit (EC 6.4.1.6)	acxB Xaut_3510	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	776	acxB
Q9XI84	reviewed	RBCMT_ARATH	[Fructose-bisphosphate aldolase]-lysine N-methyltransferase, chloroplastic (EC 2.1.1.259) (Aldolases N-methyltransferase) ([Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase-like) (AtLSMT-L) (LSMT-like enzyme)	LSMT-L RBCMT At1g14030 F16A14.25 F7A19.12	Arabidopsis thaliana (Mouse-ear cress)	482	LSMT-L
O93627	reviewed	RBL_THEKO	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	rbcL rbc TK2290	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	444	rbcL
Q8RM04	reviewed	ACXA_XANP2	Acetone carboxylase beta subunit (EC 6.4.1.6)	acxA Xaut_3509	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	717	acxA
P78820	reviewed	ACAC_SCHPO	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Cell untimely torn protein 6) [Includes: Biotin carboxylase (EC 6.3.4.14)]	cut6 SPAC56E4.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2280	cut6
P04718	reviewed	RBL2_RHORU	Ribulose bisphosphate carboxylase (RuBisCO) (EC 4.1.1.39)	cbbM cbbL2 rbpL	Rhodospirillum rubrum	466	cbbM
O27026	reviewed	CAPPA_METTH	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppcA MTH_943	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	483	ppcA
Q8BRK8	reviewed	AAPK2_MOUSE	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	Prkaa2	Mus musculus (Mouse)	552	Prkaa2
Q09137	reviewed	AAPK2_RAT	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	Prkaa2 Ampk Ampk2	Rattus norvegicus (Rat)	552	Prkaa2
Q5LUF3	reviewed	PCCA_RUEPO	Propionyl-CoA carboxylase alpha chain (EC 6.4.1.3)	pccA SPO1101	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi)	681	pccA
P54645	reviewed	AAPK1_RAT	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	Prkaa1 Ampk1	Rattus norvegicus (Rat)	559	Prkaa1
Q5EG47	reviewed	AAPK1_MOUSE	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	Prkaa1	Mus musculus (Mouse)	559	Prkaa1
P96890	reviewed	ACCA3_MYCTU	Biotin-dependent acyl-coenzyme A carboxylase alpha3 subunit [Includes: Biotin carboxylase (BC) (EC 6.3.4.14); Biotin carboxyl carrier protein (BCCP)]	accA3 Rv3285	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	600	accA3
Q28559	reviewed	ACACA_SHEEP	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha)	ACACA ACAC	Ovis aries (Sheep)	2346	ACACA
P04711	reviewed	CAPP1_MAIZE	Phosphoenolpyruvate carboxylase 1 (PEPC 1) (PEPCase 1) (EC 4.1.1.31)	PEP1 PPC	Zea mays (Maize)	970	PEP1
Q56839	reviewed	XECC_XANP2	2-oxopropyl-CoM reductase, carboxylating (EC 1.8.1.5) (2-ketopropyl-coenzyme M oxidoreductase/carboxylase) (Aliphatic epoxide carboxylation component II) (Epoxide carboxylase component II) (NADPH:2-ketopropyl-CoM oxidoreductase/carboxylase) (2-KPCC)	xecC Xaut_4867	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	523	xecC
P18823	reviewed	ACCD_PEA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD ycf11 zfpA	Pisum sativum (Garden pea) (Lathyrus oleraceus)	590	accD
Q41008	reviewed	ACCA_PEA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha, chloroplastic (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15) (pIEP96)	ACCA	Pisum sativum (Garden pea) (Lathyrus oleraceus)	875	ACCA
P0C511	reviewed	RBL_ORYSI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL 9311063	Oryza sativa subsp. indica (Rice)	477	rbcL
P11383	reviewed	RBL_WHEAT	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Triticum aestivum (Wheat)	477	rbcL
P27064	reviewed	RBL_CUCSA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL CsCp048	Cucumis sativus (Cucumber)	475	rbcL
P27065	reviewed	RBL_SOLLC	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	477	rbcL
Q31NB3	reviewed	RBL_SYNE7	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL Synpcc7942_1426	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	472	cbbL
Q8DIS5	reviewed	RBL_THEVB	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL tll1506	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	475	cbbL
P06292	reviewed	RBL_MARPO	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Marchantia polymorpha (Common liverwort) (Marchantia aquatica)	475	rbcL
P00875	reviewed	RBL_SPIOL	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Spinacia oleracea (Spinach)	475	rbcL
P00877	reviewed	RBL_CHLRE	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Chlamydomonas reinhardtii (Chlamydomonas smithii)	475	rbcL
P00879	reviewed	RBL_NOSS1	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbc rbcA rbcL alr1524	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	476	cbbL
P25079	reviewed	RBL_SOLTU	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Solanum tuberosum (Potato)	477	rbcL
P27066	reviewed	RBL_SOYBN	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Glycine max (Soybean) (Glycine hispida)	475	rbcL
P04717	reviewed	RBL_PEA	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Pisum sativum (Garden pea) (Lathyrus oleraceus)	475	rbcL
P04992	reviewed	RBL_PETHY	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Petunia hybrida (Petunia)	477	rbcL
P00876	reviewed	RBL_TOBAC	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL rbcA	Nicotiana tabacum (Common tobacco)	477	rbcL
P00880	reviewed	RBL_SYNP6	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcA rbcL syc0130_c	Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans)	472	cbbL
I6YFP0	reviewed	BIRA_MYCTU	Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15) (Biotin--[biotin carboxyl-carrier protein] ligase) (Biotin--protein ligase) (BPL) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA Rv3279c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	266	birA
P0C2C2	reviewed	RBL1C_CUPNE	Ribulose bisphosphate carboxylase large chain, chromosomal (RuBisCO large subunit) (EC 4.1.1.39)	cbbL1 cbbL cbxLC cfxLC	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	486	cbbL1
P22849	reviewed	RBL1A_ALLVD	Ribulose bisphosphate carboxylase large chain 1 (RuBisCO large subunit 1) (EC 4.1.1.39)	cbbL1 rbcA Alvin_1365	Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D) (Chromatium vinosum)	472	cbbL1
P22859	reviewed	RBL1B_ALLVD	Ribulose bisphosphate carboxylase large chain 2 (RuBisCO large subunit 2) (EC 4.1.1.39)	cbbL2 rbcL Alvin_2750	Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D) (Chromatium vinosum)	471	cbbL2
