Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q9UNM6	reviewed	PSD13_HUMAN	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Homo sapiens (Human)	376	PSMD13
O00231	reviewed	PSD11_HUMAN	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422	PSMD11
P51665	reviewed	PSMD7_HUMAN	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)	PSMD7 MOV34L	Homo sapiens (Human)	324	PSMD7
O00232	reviewed	PSD12_HUMAN	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	PSMD12	Homo sapiens (Human)	456	PSMD12
P62191	reviewed	PRS4_HUMAN	26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)	PSMC1	Homo sapiens (Human)	440	PSMC1
O00487	reviewed	PSDE_HUMAN	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310	PSMD14
P17980	reviewed	PRS6A_HUMAN	26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1) (TBP-1)	PSMC3 TBP1	Homo sapiens (Human)	439	PSMC3
P48556	reviewed	PSMD8_HUMAN	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31)	PSMD8	Homo sapiens (Human)	350	PSMD8
P20618	reviewed	PSB1_HUMAN	Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	PSMB1 PSC5	Homo sapiens (Human)	241	PSMB1
P28072	reviewed	PSB6_HUMAN	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y)	PSMB6 LMPY Y	Homo sapiens (Human)	239	PSMB6
P25789	reviewed	PSA4_HUMAN	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261	PSMA4
O00233	reviewed	PSMD9_HUMAN	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9	Homo sapiens (Human)	223	PSMD9
P62195	reviewed	PRS8_HUMAN	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)	PSMC5 SUG1	Homo sapiens (Human)	406	PSMC5
Q92530	reviewed	PSMF1_HUMAN	Proteasome inhibitor PI31 subunit (hPI31)	PSMF1	Homo sapiens (Human)	271	PSMF1
O75832	reviewed	PSD10_HUMAN	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))	PSMD10	Homo sapiens (Human)	226	PSMD10
Q13200	reviewed	PSMD2_HUMAN	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2)	PSMD2 TRAP2	Homo sapiens (Human)	908	PSMD2
Q15008	reviewed	PSMD6_HUMAN	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)	PSMD6 KIAA0107 PFAAP4	Homo sapiens (Human)	389	PSMD6
P25786	reviewed	PSA1_HUMAN	Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	PSMA1 HC2 NU PROS30 PSC2	Homo sapiens (Human)	263	PSMA1
P25788	reviewed	PSA3_HUMAN	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8)	PSMA3 HC8 PSC8	Homo sapiens (Human)	255	PSMA3
P25787	reviewed	PSA2_HUMAN	Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	PSMA2 HC3 PSC3	Homo sapiens (Human)	234	PSMA2
Q99436	reviewed	PSB7_HUMAN	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	PSMB7 Z	Homo sapiens (Human)	277	PSMB7
P55036	reviewed	PSMD4_HUMAN	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein)	PSMD4 MCB1	Homo sapiens (Human)	377	PSMD4
P28066	reviewed	PSA5_HUMAN	Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	PSMA5	Homo sapiens (Human)	241	PSMA5
Q16401	reviewed	PSMD5_HUMAN	26S proteasome non-ATPase regulatory subunit 5 (26S protease subunit S5 basic) (26S proteasome subunit S5B)	PSMD5 KIAA0072	Homo sapiens (Human)	504	PSMD5
P43686	reviewed	PRS6B_HUMAN	26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	PSMC4 MIP224 TBP7	Homo sapiens (Human)	418	PSMC4
P28070	reviewed	PSB4_HUMAN	Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3)	PSMB4 PROS26	Homo sapiens (Human)	264	PSMB4
P40306	reviewed	PSB10_HUMAN	Proteasome subunit beta type-10 (EC 3.4.25.1) (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i)	PSMB10 LMP10 MECL1	Homo sapiens (Human)	273	PSMB10
P49721	reviewed	PSB2_HUMAN	Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	PSMB2	Homo sapiens (Human)	201	PSMB2
P28065	reviewed	PSB9_HUMAN	Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)	PSMB9 LMP2 PSMB6i RING12	Homo sapiens (Human)	219	PSMB9
P28062	reviewed	PSB8_HUMAN	Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein)	PSMB8 LMP7 PSMB5i RING10 Y2	Homo sapiens (Human)	276	PSMB8
P60900	reviewed	PSA6_HUMAN	Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)	PSMA6 PROS27	Homo sapiens (Human)	246	PSMA6
Q9UL46	reviewed	PSME2_HUMAN	Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)	PSME2	Homo sapiens (Human)	239	PSME2
Q8WVY7	reviewed	UBCP1_HUMAN	Ubiquitin-like domain-containing CTD phosphatase 1 (EC 3.1.3.16) (Nuclear proteasome inhibitor UBLCP1)	UBLCP1	Homo sapiens (Human)	318	UBLCP1
P61289	reviewed	PSME3_HUMAN	Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	PSME3	Homo sapiens (Human)	254	PSME3
Q9R1P1	reviewed	PSB3_MOUSE	Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	Psmb3	Mus musculus (Mouse)	205	Psmb3
P60896	reviewed	SEM1_HUMAN	26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein)	SEM1 C7orf76 DSS1 SHFDG1 SHFM1	Homo sapiens (Human)	70	SEM1
O23710	reviewed	PSB7A_ARATH	Proteasome subunit beta type-7-A (EC 3.4.25.1) (20S proteasome beta subunit B-1) (Proteasome component FA) (Proteasome component FB) (Proteasome subunit beta type-2)	PBB1 PRCFA PRCFB At3g27430 K1G2.15	Arabidopsis thaliana (Mouse-ear cress)	273	PBB1
Q9Y244	reviewed	POMP_HUMAN	Proteasome maturation protein (Proteassemblin) (Protein UMP1 homolog) (hUMP1) (Voltage-gated K channel beta subunit 4.1)	POMP C13orf12 UMP1 HSPC014 HSPC036 PNAS-110	Homo sapiens (Human)	141	POMP
Q06323	reviewed	PSME1_HUMAN	Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)	PSME1 IFI5111	Homo sapiens (Human)	249	PSME1
O81148	reviewed	PSA4A_ARATH	Proteasome subunit alpha type-4-A (20S proteasome alpha subunit C-1) (Proteasome 27 kDa subunit) (Proteasome component 9) (Proteasome subunit alpha type-3)	PAC1 PRC9 PRS1 At3g22110 MKA23.2	Arabidopsis thaliana (Mouse-ear cress)	250	PAC1
P26270	reviewed	PSMD7_DROME	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Proteasome subunit p39B) (Proteasome subunit p40) (Protein Mov34)	Rpn8 Mov34 CG3416	Drosophila melanogaster (Fruit fly)	338	Rpn8
O23712	reviewed	PSA1B_ARATH	Proteasome subunit alpha type-1-B (20S proteasome alpha subunit F-2) (Proteasome component 2B) (Proteasome subunit alpha type-6)	PAF2 PRC2B PRS1 At1g47250 F8G22.3	Arabidopsis thaliana (Mouse-ear cress)	277	PAF2
Q9Z2U0	reviewed	PSA7_MOUSE	Proteasome subunit alpha type-7 (Proteasome subunit RC6-1)	Psma7	Mus musculus (Mouse)	248	Psma7
Q8VDM4	reviewed	PSMD2_MOUSE	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97)	Psmd2	Mus musculus (Mouse)	908	Psmd2
Q42134	reviewed	PSA5B_ARATH	Proteasome subunit alpha type-5-B (20S proteasome alpha subunit E-2) (Proteasome component Z)	PAE2 PRCZ At3g14290 MLN21.8	Arabidopsis thaliana (Mouse-ear cress)	237	PAE2
Q8BG41	reviewed	PSB11_MOUSE	Proteasome subunit beta type-11 (EC 3.4.25.1) (Proteasome subunit beta-5t)	Psmb11	Mus musculus (Mouse)	302	Psmb11
O95456	reviewed	PSMG1_HUMAN	Proteasome assembly chaperone 1 (PAC-1) (Chromosome 21 leucine-rich protein) (C21-LRP) (Down syndrome critical region protein 2)	PSMG1 C21LRP DSCR2 PAC1	Homo sapiens (Human)	288	PSMG1
O23715	reviewed	PSA3_ARATH	Proteasome subunit alpha type-3 (20S proteasome alpha subunit G-1) (DiDi 17A-2a) (Proteasome component 8) (Proteasome subunit alpha type-7)	PAG1 PRC8 At2g27020 T20P8.7	Arabidopsis thaliana (Mouse-ear cress)	249	PAG1
O55234	reviewed	PSB5_MOUSE	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit X)	Psmb5	Mus musculus (Mouse)	264	Psmb5
P30186	reviewed	PSA7A_ARATH	Proteasome subunit alpha type-7-A (20S proteasome alpha subunit D-1) (Proteasome component 6A) (Proteasome subunit alpha type-4) (TAS-G64)	PAD1 PRC6A At3g51260 F24M12.300	Arabidopsis thaliana (Mouse-ear cress)	250	PAD1
Q969U7	reviewed	PSMG2_HUMAN	Proteasome assembly chaperone 2 (PAC-2) (Hepatocellular carcinoma-susceptibility protein 3) (Tumor necrosis factor superfamily member 5-induced protein 1)	PSMG2 HCCA3 PAC2 TNFSF5IP1	Homo sapiens (Human)	264	PSMG2
P28075	reviewed	PSB5_RAT	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit X)	Psmb5	Rattus norvegicus (Rat)	263	Psmb5
P62196	reviewed	PRS8_MOUSE	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (p45/SUG) (mSUG1)	Psmc5 Sug1	Mus musculus (Mouse)	406	Psmc5
P28073	reviewed	PSB6_RAT	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome chain 5) (Proteasome delta chain) (Proteasome subunit Y)	Psmb6 Psmb6l	Rattus norvegicus (Rat)	238	Psmb6
Q99871	reviewed	HAUS7_HUMAN	HAUS augmin-like complex subunit 7 (26S proteasome-associated UCH37-interacting protein 1) (UCHL5-interacting protein) (X-linked protein STS1769)	HAUS7 UCHL5IP UIP1	Homo sapiens (Human)	358	HAUS7
P46471	reviewed	PRS7_MOUSE	26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2)	Psmc2 Mss1	Mus musculus (Mouse)	433	Psmc2
Q9CWH6	reviewed	PSMA8_MOUSE	Proteasome subunit alpha type-8 (Proteasome alpha 4 subunit) (Alpha4s) (Proteasome subunit alpha-type 7-like)	Psma8 Psma7l	Mus musculus (Mouse)	250	Psma8
P34066	reviewed	PSA1A_ARATH	Proteasome subunit alpha type-1-A (20S proteasome alpha subunit F-1) (Proteasome 30 kDa subunit) (Proteasome component 2A) (AtPSM30) (Proteasome subunit alpha type-6) (Protein ARSENIC TOLERANCE 5)	PAF1 ARS5 PRC2A PRS1 PSM30 At5g42790 MJB21.17	Arabidopsis thaliana (Mouse-ear cress)	278	PAF1
Q12250	reviewed	RPN5_YEAST	26S proteasome regulatory subunit RPN5 (Proteasome non-ATPase subunit 5)	RPN5 NAS5 YDL147W D1572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445	RPN5
Q8BG32	reviewed	PSD11_MOUSE	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	Psmd11	Mus musculus (Mouse)	422	Psmd11
P53196	reviewed	RPN14_YEAST	26S proteasome regulatory subunit RPN14 (Proteasome non-ATPase subunit 14)	RPN14 YGL004C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417	RPN14
Q04062	reviewed	RPN9_YEAST	26S proteasome regulatory subunit RPN9 (Proteasome non-ATPase subunit 7)	RPN9 NAS7 YDR427W D9461.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393	RPN9
O13563	reviewed	RPN13_YEAST	26S proteasome regulatory subunit RPN13 (Proteasome non-ATPase subunit 13)	RPN13 DAQ1 YLR421C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156	RPN13
Q12377	reviewed	RPN6_YEAST	26S proteasome regulatory subunit RPN6 (Proteasome non-ATPase subunit 4)	RPN6 NAS4 YDL097C D2381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434	RPN6
Q5SSW2	reviewed	PSME4_MOUSE	Proteasome activator complex subunit 4 (Proteasome activator PA200) (Protein TEMO)	Psme4 Kiaa0077	Mus musculus (Mouse)	1843	Psme4
P62192	reviewed	PRS4_MOUSE	26S proteasome regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)	Psmc1	Mus musculus (Mouse)	440	Psmc1
Q7KLV9	reviewed	PSD11_DROME	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory complex subunit p42B) (26S proteasome regulatory subunit Rpn6)	Rpn6 CG10149	Drosophila melanogaster (Fruit fly)	422	Rpn6
Q6PDI5	reviewed	ECM29_MOUSE	Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog)	Ecpas Ecm29 Kiaa0368	Mus musculus (Mouse)	1840	Ecpas
P12881	reviewed	PSA1_DROME	Proteasome subunit alpha type-1 (PROS-Dm35) (Proteasome 35 kDa subunit)	Prosalpha6 PROS-35 Pros35 CG4904	Drosophila melanogaster (Fruit fly)	279	Prosalpha6
P42742	reviewed	PSB1_ARATH	Proteasome subunit beta type-1 (20S proteasome beta subunit F-1) (Proteasome component 5) (Proteasome subunit beta type-6) (TAS-F22/FAFP98) (TAS-G39.20)	PBF1 PRC5 At3g60820 T4C21_230	Arabidopsis thaliana (Mouse-ear cress)	223	PBF1
Q9V3P6	reviewed	PSMD1_DROME	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory complex subunit p110) (26S proteasome regulatory subunit RPN2)	Rpn2 CG11888	Drosophila melanogaster (Fruit fly)	1020	Rpn2
Q9V637	reviewed	PSMF1_DROME	Proteasome inhibitor PI31 subunit	PI31 CG8979	Drosophila melanogaster (Fruit fly)	270	PI31
O09061	reviewed	PSB1_MOUSE	Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	Psmb1	Mus musculus (Mouse)	240	Psmb1
P18420	reviewed	PSA1_RAT	Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	Psma1	Rattus norvegicus (Rat)	263	Psma1
Q9R1P4	reviewed	PSA1_MOUSE	Proteasome subunit alpha type-1 (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	Psma1	Mus musculus (Mouse)	263	Psma1
Q9R1P0	reviewed	PSA4_MOUSE	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	Psma4	Mus musculus (Mouse)	261	Psma4
O70435	reviewed	PSA3_MOUSE	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8) (Proteasome subunit K)	Psma3	Mus musculus (Mouse)	255	Psma3
Q55GJ6	reviewed	PSB6_DICDI	Proteasome subunit beta type-6 (EC 3.4.25.1) (Differentiation-associated proteasome subunit 1) (DAPS-1)	psmB6 dapA DDB_G0267390	Dictyostelium discoideum (Social amoeba)	214	psmB6
Q16186	reviewed	ADRM1_HUMAN	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)	ADRM1 GP110	Homo sapiens (Human)	407	ADRM1
O81149	reviewed	PSA5A_ARATH	Proteasome subunit alpha type-5-A (20S proteasome alpha subunit E-1)	PAE1 At1g53850 T18A20.8	Arabidopsis thaliana (Mouse-ear cress)	237	PAE1
P62198	reviewed	PRS8_RAT	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)	Psmc5 Sug1	Rattus norvegicus (Rat)	406	Psmc5
P23724	reviewed	PSB6_YEAST	Proteasome subunit beta type-6 (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5)	PRE7 PRS3 PTS1 YBL041W YBL0407	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	241	PRE7
Q9Z2X2	reviewed	PSD10_MOUSE	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin)	Psmd10	Mus musculus (Mouse)	231	Psmd10
O35226	reviewed	PSMD4_MOUSE	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Multiubiquitin chain-binding protein)	Psmd4 Mcb1	Mus musculus (Mouse)	376	Psmd4
O18413	reviewed	PRS8_DROME	26S proteasome regulatory subunit 8	Rpt6 DUG Pros45 Ug CG1489	Drosophila melanogaster (Fruit fly)	405	Rpt6
P32565	reviewed	RPN2_YEAST	26S proteasome regulatory subunit RPN2	RPN2 SEN3 YIL075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	945	RPN2
P40016	reviewed	RPN3_YEAST	26S proteasome regulatory subunit RPN3	RPN3 SUN2 YER021W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523	RPN3
Q08723	reviewed	RPN8_YEAST	26S proteasome regulatory subunit RPN8	RPN8 YOR261C O5360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338	RPN8
O35593	reviewed	PSDE_MOUSE	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (MAD1)	Psmd14 Pad1	Mus musculus (Mouse)	310	Psmd14
O94742	reviewed	SEM1_YEAST	26S proteasome complex subunit SEM1	SEM1 DSH1 YDR363W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	89	SEM1
P38886	reviewed	RPN10_YEAST	26S proteasome regulatory subunit RPN10	RPN10 MCB1 SUN1 YHR200W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	268	RPN10
Q9SIV2	reviewed	PSD2A_ARATH	26S proteasome non-ATPase regulatory subunit 2 homolog A (26S proteasome regulatory subunit RPN1a) (AtRPN1a) (26S proteasome regulatory subunit S2 homolog A)	RPN1A At2g20580 F23N11.10	Arabidopsis thaliana (Mouse-ear cress)	891	RPN1A
Q9V3H2	reviewed	PSDE_DROME	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory complex subunit p37B) (26S proteasome regulatory subunit rpn11) (Yippee-interacting protein 5)	Rpn11 yip5 CG18174	Drosophila melanogaster (Fruit fly)	308	Rpn11
Q9P2W1	reviewed	HOP2_HUMAN	Homologous-pairing protein 2 homolog (Nuclear receptor coactivator GT198) (PSMC3-interacting protein) (Proteasome 26S ATPase subunit 3-interacting protein) (Tat-binding protein 1-interacting protein) (TBP-1-interacting protein)	PSMC3IP HOP2 TBPIP	Homo sapiens (Human)	217	PSMC3IP
Q8VWK0	reviewed	PS12B_ARATH	26S proteasome non-ATPase regulatory subunit 12 homolog B (26S proteasome regulatory subunit RPN5b) (AtRPN5b) (26S proteasome regulatory subunit p55 homolog B)	RPN5B At5g64760 MVP7.9	Arabidopsis thaliana (Mouse-ear cress)	442	RPN5B
Q9SGW3	reviewed	PSD8A_ARATH	26S proteasome non-ATPase regulatory subunit 8 homolog A (26S proteasome regulatory subunit RPN12a) (AtRPN12a) (26S proteasome regulatory subunit S14 homolog A)	RPN12A At1g64520 F1N19.9	Arabidopsis thaliana (Mouse-ear cress)	267	RPN12A
P22769	reviewed	PSA71_DROME	Proteasome subunit alpha type-7-1 (PROS-Dm28.1) (Proteasome 28 kDa subunit 1)	Prosalpha4 PROS-28.1 Pros28.1 CG3422	Drosophila melanogaster (Fruit fly)	249	Prosalpha4
P99026	reviewed	PSB4_MOUSE	Proteasome subunit beta type-4 (Low molecular mass protein 3) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3)	Psmb4 Lmp3	Mus musculus (Mouse)	264	Psmb4
Q60692	reviewed	PSB6_MOUSE	Proteasome subunit beta type-6 (EC 3.4.25.1) (Low molecular mass protein 19) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y)	Psmb6 Lmp19	Mus musculus (Mouse)	238	Psmb6
