Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q6P9V9	reviewed	TBA1B_RAT	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin 2) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	Tuba1b Tuba2	Rattus norvegicus (Rat)	451	Tuba1b
Q5SQI0	reviewed	ATAT_HUMAN	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)	ATAT1 C6orf134 MEC17 Nbla00487	Homo sapiens (Human)	421	ATAT1
Q7L8A9	reviewed	VASH1_HUMAN	Tubulinyl-Tyr carboxypeptidase 1 (EC 3.4.17.17) (Tubulin carboxypeptidase 1) (Tyrosine carboxypeptidase 1) (TTCP 1) (Vasohibin-1)	VASH1 KIAA1036 VASH	Homo sapiens (Human)	365	VASH1
P05213	reviewed	TBA1B_MOUSE	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin 2) (Alpha-tubulin isotype M-alpha-2) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	Tuba1b Tuba2	Mus musculus (Mouse)	451	Tuba1b
Q28205	reviewed	TBCD_BOVIN	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (Tubulin-folding cofactor D)	TBCD	Bos taurus (Bovine)	1199	TBCD
P12411	reviewed	TBB1_ARATH	Tubulin beta-1 chain (Beta-1-tubulin)	TUBB1 TUB1 At1g75780 F10A5.3 T4O12.1	Arabidopsis thaliana (Mouse-ear cress)	447	TUBB1
P68369	reviewed	TBA1A_MOUSE	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Alpha-tubulin isotype M-alpha-1) (Tubulin alpha-1 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	Tuba1a Tuba1	Mus musculus (Mouse)	451	Tuba1a
P68368	reviewed	TBA4A_MOUSE	Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 4) (Alpha-tubulin isotype M-alpha-4) (Tubulin alpha-4 chain)	Tuba4a Tuba4	Mus musculus (Mouse)	448	Tuba4a
P42271	reviewed	TBG2_DROME	Tubulin gamma-2 chain (Gamma-2-tubulin)	gammaTub37C Tub37CD TubG2 TubG37C CG17566	Drosophila melanogaster (Fruit fly)	457	gammaTub37C
P52275	reviewed	TBB2_CAEEL	Tubulin beta-2 chain (Beta-2-tubulin)	tbb-2 C36E8.5	Caenorhabditis elegans	450	tbb-2
Q68FR8	reviewed	TBA3_RAT	Tubulin alpha-3 chain (EC 3.6.5.-) (Alpha-tubulin 3) [Cleaved into: Detyrosinated tubulin alpha-3 chain]	Tuba3a Tuba3; Tuba3b Tuba3	Rattus norvegicus (Rat)	450	Tuba3a; Tuba3b
P08841	reviewed	TBB3_DROME	Tubulin beta-3 chain (Beta-3-tubulin)	betaTub60D TubB60C CG3401	Drosophila melanogaster (Fruit fly)	454	betaTub60D
P23257	reviewed	TBG1_DROME	Tubulin gamma-1 chain (Gamma-1-tubulin)	gammaTub23C Tub23C TubG TubG1 TubG23C CG3157	Drosophila melanogaster (Fruit fly)	475	gammaTub23C
Q0VCD2	reviewed	TBG1_BOVIN	Tubulin gamma-1 chain (Gamma-1-tubulin)	TUBG1	Bos taurus (Bovine)	451	TUBG1
Q8VCK3	reviewed	TBG2_MOUSE	Tubulin gamma-2 chain (Gamma-2-tubulin)	Tubg2	Mus musculus (Mouse)	451	Tubg2
Q32KN8	reviewed	TBA3_BOVIN	Tubulin alpha-3 chain (EC 3.6.5.-) (Alpha-tubulin 3) [Cleaved into: Detyrosinated tubulin alpha-3 chain]	TUBA3	Bos taurus (Bovine)	450	TUBA3
Q9JJZ2	reviewed	TBA8_MOUSE	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	Tuba8	Mus musculus (Mouse)	449	Tuba8
P68373	reviewed	TBA1C_MOUSE	Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Alpha-tubulin isotype M-alpha-6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]	Tuba1c Tuba6	Mus musculus (Mouse)	449	Tuba1c
Q6AY56	reviewed	TBA8_RAT	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	Tuba8	Rattus norvegicus (Rat)	449	Tuba8
P24636	reviewed	TBB4_ARATH	Tubulin beta-4 chain (Beta-4-tubulin)	TUBB4 TUB4 At5g44340 K9L2.12	Arabidopsis thaliana (Mouse-ear cress)	444	TUBB4
P29515	reviewed	TBB7_ARATH	Tubulin beta-7 chain (Beta-7-tubulin)	TUBB7 TUB7 At2g29550 F16P2.7	Arabidopsis thaliana (Mouse-ear cress)	449	TUBB7
P29517	reviewed	TBB9_ARATH	Tubulin beta-9 chain (Beta-9-tubulin)	TUBB9 TUB9 At4g20890 T13K14.50	Arabidopsis thaliana (Mouse-ear cress)	444	TUBB9
P38557	reviewed	TBG1_ARATH	Tubulin gamma-1 chain (Gamma-1-tubulin)	TUBG1 At3g61650 F15G16.40	Arabidopsis thaliana (Mouse-ear cress)	474	TUBG1
Q40665	reviewed	TBB3_ORYSJ	Tubulin beta-3 chain (Beta-3-tubulin)	TUBB3 RTUB-2 TUB3 Os06g0671900 LOC_Os06g46000 OsJ_22330 OSJNBa0032M14.15 P0485A07.25	Oryza sativa subsp. japonica (Rice)	446	TUBB3
P12456	reviewed	TBB1_CAEEL	Tubulin beta-1 chain (Beta-1-tubulin)	mec-7 ZK154.3	Caenorhabditis elegans	441	mec-7
P29513	reviewed	TBB5_ARATH	Tubulin beta-5 chain (Beta-5-tubulin)	TUBB5 TUB5 At1g20010 T20H2.21	Arabidopsis thaliana (Mouse-ear cress)	449	TUBB5
P38558	reviewed	TBG2_ARATH	Tubulin gamma-2 chain (Gamma-2-tubulin)	TUBG2 At5g05620 MJJ3.1	Arabidopsis thaliana (Mouse-ear cress)	474	TUBG2
O94811	reviewed	TPPP_HUMAN	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p24) (p25-alpha)	TPPP TPPP1	Homo sapiens (Human)	219	TPPP
P53904	reviewed	TBCB_YEAST	Tubulin-specific chaperone B (Alpha-tubulin formation protein 1) (Tubulin-folding cofactor B)	ALF1 YNL148C N1201 N1777	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254	ALF1
Q3MHM5	reviewed	TBB4B_BOVIN	Tubulin beta-4B chain (Tubulin beta-2C chain)	TUBB4B TUBB2C	Bos taurus (Bovine)	445	TUBB4B
Q9UGJ1	reviewed	GCP4_HUMAN	Gamma-tubulin complex component 4 (GCP-4) (hGCP4) (Gamma-ring complex protein 76 kDa) (h76p) (hGrip76)	TUBGCP4 76P GCP4	Homo sapiens (Human)	667	TUBGCP4
Q9D6F9	reviewed	TBB4A_MOUSE	Tubulin beta-4A chain (Tubulin beta-4 chain)	Tubb4a Tubb4	Mus musculus (Mouse)	444	Tubb4a
Q8CIV8	reviewed	TBCE_MOUSE	Tubulin-specific chaperone E (Tubulin-folding cofactor E)	Tbce	Mus musculus (Mouse)	524	Tbce
P68372	reviewed	TBB4B_MOUSE	Tubulin beta-4B chain (Tubulin beta-2C chain)	Tubb4b Tubb2c	Mus musculus (Mouse)	445	Tubb4b
Q3ZBU7	reviewed	TBB4A_BOVIN	Tubulin beta-4A chain (Tubulin beta-4 chain)	TUBB4A TUBB4	Bos taurus (Bovine)	444	TUBB4A
P83887	reviewed	TBG1_MOUSE	Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	Tubg1 Tubg	Mus musculus (Mouse)	451	Tubg1
P83888	reviewed	TBG1_RAT	Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	Tubg1 Tubg	Rattus norvegicus (Rat)	451	Tubg1
P05214	reviewed	TBA3_MOUSE	Tubulin alpha-3 chain (EC 3.6.5.-) (Alpha-tubulin 3/7) (Alpha-tubulin isotype M-alpha-3/7) (Tubulin alpha-3/alpha-7 chain) [Cleaved into: Detyrosinated tubulin alpha-3 chain]	Tuba3a Tuba3; Tuba3b Tuba7	Mus musculus (Mouse)	450	Tuba3a; Tuba3b
Q08AG7	reviewed	MZT1_HUMAN	Mitotic-spindle organizing protein 1 (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1)	MZT1 C13orf37 MOZART1	Homo sapiens (Human)	82	MZT1
A4Q9E5	reviewed	TTLL3_MOUSE	Tubulin monoglycylase TTLL3 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 3)	Ttll3	Mus musculus (Mouse)	927	Ttll3
A4Q9F4	reviewed	TTL11_MOUSE	Tubulin polyglutamylase TTLL11 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 11)	Ttll11	Mus musculus (Mouse)	727	Ttll11
Q1ECV4	reviewed	TTLL3_DANRE	Tubulin monoglycylase TTLL3 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 3)	ttll3 zgc:136840	Danio rerio (Zebrafish) (Brachydanio rerio)	771	ttll3
Q8CHB8	reviewed	TTLL5_MOUSE	Tubulin polyglutamylase TTLL5 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 5)	Ttll5 Kiaa0998	Mus musculus (Mouse)	1328	Ttll5
Q3ZCJ7	reviewed	TBA1C_BOVIN	Tubulin alpha-1C chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha-1C chain]	TUBA1C	Bos taurus (Bovine)	449	TUBA1C
Q2HJ86	reviewed	TBA1D_BOVIN	Tubulin alpha-1D chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha-1D chain]	TUBA1D	Bos taurus (Bovine)	452	TUBA1D
A2APC3	reviewed	TTLL9_MOUSE	Probable tubulin polyglutamylase TTLL9 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 9)	Ttll9	Mus musculus (Mouse)	461	Ttll9
A4Q9F0	reviewed	TTLL7_MOUSE	Tubulin polyglutamylase TTLL7 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 7) (mTTLL7)	Ttll7	Mus musculus (Mouse)	912	Ttll7
Q09647	reviewed	TTLL4_CAEEL	Tubulin polyglutamylase ttll-4 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 4)	ttll-4 ZK1128.6	Caenorhabditis elegans	601	ttll-4
Q4QRB4	reviewed	TBB3_RAT	Tubulin beta-3 chain (Neuron-specific class III beta-tubulin)	Tubb3	Rattus norvegicus (Rat)	450	Tubb3
H2KZM9	reviewed	TTL11_CAEEL	Tubulin polyglutamylase ttll-11 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 11)	ttll-11 H23L24.3	Caenorhabditis elegans	707	ttll-11
A2AQ07	reviewed	TBB1_MOUSE	Tubulin beta-1 chain	Tubb1	Mus musculus (Mouse)	451	Tubb1
P06604	reviewed	TBA2_DROME	Tubulin alpha-2 chain (EC 3.6.5.-)	alphaTub85E TUBA85E CG9476	Drosophila melanogaster (Fruit fly)	449	alphaTub85E
P06606	reviewed	TBA4_DROME	Tubulin alpha-4 chain (EC 3.6.5.-)	alphaTub67C TubA67C CG8308	Drosophila melanogaster (Fruit fly)	462	alphaTub67C
P11139	reviewed	TBA1_ARATH	Tubulin alpha-1 chain (EC 3.6.5.-)	TUBA1 TUA1 At1g64740 F13O11.5	Arabidopsis thaliana (Mouse-ear cress)	450	TUBA1
Q2KJD0	reviewed	TBB5_BOVIN	Tubulin beta-5 chain	TUBB5	Bos taurus (Bovine)	444	TUBB5
Q6B856	reviewed	TBB2B_BOVIN	Tubulin beta-2B chain	TUBB2B	Bos taurus (Bovine)	445	TUBB2B
Q7TMM9	reviewed	TBB2A_MOUSE	Tubulin beta-2A chain	Tubb2a Tubb2	Mus musculus (Mouse)	445	Tubb2a
P09733	reviewed	TBA1_YEAST	Tubulin alpha-1 chain (EC 3.6.5.-)	TUB1 YML085C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	447	TUB1
P29511	reviewed	TBA6_ARATH	Tubulin alpha-6 chain (EC 3.6.5.-)	TUBA6 TUA6 At4g14960 dl3520c	Arabidopsis thaliana (Mouse-ear cress)	450	TUBA6
B9DHQ0	reviewed	TBA5_ARATH	Tubulin alpha-5 chain (EC 3.6.5.-)	TUBA5 TUA5 At5g19780 T29J13.200	Arabidopsis thaliana (Mouse-ear cress)	450	TUBA5
P06603	reviewed	TBA1_DROME	Tubulin alpha-1 chain (EC 3.6.5.-)	alphaTub84B tubA84B CG1913	Drosophila melanogaster (Fruit fly)	450	alphaTub84B
Q0WV25	reviewed	TBA4_ARATH	Tubulin alpha-4 chain (EC 3.6.5.-)	TUBA4 TUA4 At1g04820 F13M7.19	Arabidopsis thaliana (Mouse-ear cress)	450	TUBA4
Q6PCN3	reviewed	TTBK1_MOUSE	Tau-tubulin kinase 1 (EC 2.7.11.1)	Ttbk1	Mus musculus (Mouse)	1308	Ttbk1
Q9VM92	reviewed	TTL3B_DROME	Tubulin glycylase 3B (dmTTLL3B) (EC 6.3.2.-)	TTLL3B CG11201	Drosophila melanogaster (Fruit fly)	756	TTLL3B
P06605	reviewed	TBA3_DROME	Tubulin alpha-3 chain (EC 3.6.5.-)	alphaTub84D TubA84D CG2512	Drosophila melanogaster (Fruit fly)	450	alphaTub84D
P09734	reviewed	TBA3_YEAST	Tubulin alpha-3 chain (EC 3.6.5.-)	TUB3 YML124C YM7056.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445	TUB3
P34690	reviewed	TBA2_CAEEL	Tubulin alpha-2 chain (EC 3.6.5.-)	tba-2 C47B2.3	Caenorhabditis elegans	448	tba-2
P69897	reviewed	TBB5_RAT	Tubulin beta-5 chain	Tubb5	Rattus norvegicus (Rat)	444	Tubb5
P99024	reviewed	TBB5_MOUSE	Tubulin beta-5 chain	Tubb5	Mus musculus (Mouse)	444	Tubb5
Q56WH1	reviewed	TBA3_ARATH	Tubulin alpha-3 chain (EC 3.6.5.-)	TUBA3 TUA3 At5g19770 T29J13.190	Arabidopsis thaliana (Mouse-ear cress)	450	TUBA3
Q9CWF2	reviewed	TBB2B_MOUSE	Tubulin beta-2B chain	Tubb2b	Mus musculus (Mouse)	445	Tubb2b
B9DGT7	reviewed	TBA2_ARATH	Tubulin alpha-2 chain (EC 3.6.5.-)	TUBA2 TUA2 At1g50010 F2J10.11	Arabidopsis thaliana (Mouse-ear cress)	450	TUBA2
Q2T9S0	reviewed	TBB3_BOVIN	Tubulin beta-3 chain	TUBB3	Bos taurus (Bovine)	450	TUBB3
Q9ERD7	reviewed	TBB3_MOUSE	Tubulin beta-3 chain	Tubb3	Mus musculus (Mouse)	450	Tubb3
